year,squad,no,pos,player,date_of_birth_age,caps,club,player_url,club_fa_url,club_fa,club_2,club_country,club_country_flag,goals,captain,player_original,nat_team,club_country_harm,nat_team_alpha3,club_alpha3
2019,Brazil,12,DF,Alex Sandro,(1991-01-26)26 January 1991 (aged 28),15,Juventus,/wiki/Alex_Sandro,/wiki/Italian_Football_Federation,Italian Football Federation,Juventus,Italy,//upload.wikimedia.org/wikipedia/en//0/03/Flag_of_Italy.svg,1,FALSE,Alex Sandro,Brazil,Italy,BRA,ITA
2019,Brazil,13,DF,Dani Alves,(1983-05-06)6 May 1983 (aged 36),109,Paris Saint-Germain,/wiki/Dani_Alves,/wiki/French_Football_Federation,French Football Federation,Paris Saint-Germain,France,//upload.wikimedia.org/wikipedia/en//c/c3/Flag_of_France.svg,7,TRUE,Dani Alves (captain),Brazil,France,BRA,FRA
2019,Brazil,14,DF,Éder Militão,(1998-01-18)18 January 1998 (aged 21),4,Porto,/wiki/%C3%89der_Milit%C3%A3o,/wiki/Portuguese_Football_Federation,Portuguese Football Federation,Porto,Portugal,//upload.wikimedia.org/wikipedia/commons//5/5c/Flag_of_Portugal.svg,0,FALSE,Éder Militão,Brazil,Portugal,BRA,PRT
2019,Brazil,15,MF,Allan,(1991-01-08)8 January 1991 (aged 28),4,Napoli,"/wiki/Allan_(footballer,_born_1991)",/wiki/Italian_Football_Federation,Italian Football Federation,Napoli,Italy,//upload.wikimedia.org/wikipedia/en//0/03/Flag_of_Italy.svg,0,FALSE,Allan,Brazil,Italy,BRA,ITA
2019,Brazil,16,GK,Cássio,(1987-06-06)6 June 1987 (aged 32),1,Corinthians,/wiki/C%C3%A1ssio_Ramos,/wiki/Brazilian_Football_Confederation,Brazilian Football Confederation,Corinthians,Brazil,//upload.wikimedia.org/wikipedia/en//0/05/Flag_of_Brazil.svg,0,FALSE,Cássio,Brazil,Brazil,BRA,BRA
2019,Brazil,17,MF,Fernandinho,(1985-05-04)4 May 1985 (aged 34),51,Manchester City,"/wiki/Fernandinho_(footballer,_born_May_1985)",/wiki/The_Football_Association,The Football Association,Manchester City,England,//upload.wikimedia.org/wikipedia/en//b/be/Flag_of_England.svg,2,FALSE,Fernandinho,Brazil,England,BRA,GB-ENG
2019,Brazil,18,MF,Lucas Paquetá,(1997-08-27)27 August 1997 (aged 21),5,Milan,/wiki/Lucas_Paquet%C3%A1,/wiki/Italian_Football_Federation,Italian Football Federation,Milan,Italy,//upload.wikimedia.org/wikipedia/en//0/03/Flag_of_Italy.svg,1,FALSE,Lucas Paquetá,Brazil,Italy,BRA,ITA
2019,Brazil,19,FW,Everton,(1996-03-22)22 March 1996 (aged 23),6,Grêmio,/wiki/Everton_Soares,/wiki/Brazilian_Football_Confederation,Brazilian Football Confederation,Grêmio,Brazil,//upload.wikimedia.org/wikipedia/en//0/05/Flag_of_Brazil.svg,1,FALSE,Everton,Brazil,Brazil,BRA,BRA
2019,Brazil,20,FW,Roberto Firmino,(1991-10-02)2 October 1991 (aged 27),32,Liverpool,/wiki/Roberto_Firmino,/wiki/The_Football_Association,The Football Association,Liverpool,England,//upload.wikimedia.org/wikipedia/en//b/be/Flag_of_England.svg,10,FALSE,Roberto Firmino,Brazil,England,BRA,GB-ENG
2019,Brazil,21,FW,Richarlison,(1997-05-10)10 May 1997 (aged 22),10,Everton,/wiki/Richarlison,/wiki/The_Football_Association,The Football Association,Everton,England,//upload.wikimedia.org/wikipedia/en//b/be/Flag_of_England.svg,5,FALSE,Richarlison,Brazil,England,BRA,GB-ENG
2019,Brazil,22,DF,Fagner,(1989-06-11)11 June 1989 (aged 30),9,Corinthians,/wiki/Fagner_Conserva_Lemos,/wiki/Brazilian_Football_Confederation,Brazilian Football Confederation,Corinthians,Brazil,//upload.wikimedia.org/wikipedia/en//0/05/Flag_of_Brazil.svg,0,FALSE,Fagner,Brazil,Brazil,BRA,BRA
2019,Brazil,23,GK,Ederson,(1993-08-17)17 August 1993 (aged 25),5,Manchester City,"/wiki/Ederson_(footballer,_born_1993)",/wiki/The_Football_Association,The Football Association,Manchester City,England,//upload.wikimedia.org/wikipedia/en//b/be/Flag_of_England.svg,0,FALSE,Ederson,Brazil,England,BRA,GB-ENG
2019,Bolivia,1,GK,Carlos Lampe,(1987-03-17)17 March 1987 (aged 32),25,San José,/wiki/Carlos_Lampe,/wiki/Bolivian_Football_Federation,Bolivian Football Federation,San José,Bolivia,//upload.wikimedia.org/wikipedia/commons//d/de/Flag_of_Bolivia_%28state%29.svg,0,FALSE,Carlos Lampe,Bolivia,Bolivia,BOL,BOL
2019,Bolivia,2,DF,Saúl Torres,(1990-03-22)22 March 1990 (aged 29),2,Nacional Potosí,/wiki/Sa%C3%BAl_Torres,/wiki/Bolivian_Football_Federation,Bolivian Football Federation,Nacional Potosí,Bolivia,//upload.wikimedia.org/wikipedia/commons//d/de/Flag_of_Bolivia_%28state%29.svg,0,FALSE,Saúl Torres,Bolivia,Bolivia,BOL,BOL
2019,Bolivia,3,MF,Alejandro Chumacero,(1991-04-22)22 April 1991 (aged 28),40,Puebla,/wiki/Alejandro_Chumacero,/wiki/Mexican_Football_Federation,Mexican Football Federation,Puebla,Mexico,//upload.wikimedia.org/wikipedia/commons//f/fc/Flag_of_Mexico.svg,2,FALSE,Alejandro Chumacero,Bolivia,Mexico,BOL,MEX
2019,Bolivia,4,DF,Luis Haquin,(1997-11-15)15 November 1997 (aged 21),12,Puebla,/wiki/Luis_Haquin,/wiki/Mexican_Football_Federation,Mexican Football Federation,Puebla,Mexico,//upload.wikimedia.org/wikipedia/commons//f/fc/Flag_of_Mexico.svg,1,FALSE,Luis Haquin,Bolivia,Mexico,BOL,MEX
2019,Bolivia,5,DF,Mario Cuéllar,(1989-05-05)5 May 1989 (aged 30),2,Oriente Petrolero,/wiki/Mario_Cu%C3%A9llar,/wiki/Bolivian_Football_Federation,Bolivian Football Federation,Oriente Petrolero,Bolivia,//upload.wikimedia.org/wikipedia/commons//d/de/Flag_of_Bolivia_%28state%29.svg,0,FALSE,Mario Cuéllar,Bolivia,Bolivia,BOL,BOL
2019,Bolivia,6,MF,Erwin Saavedra,(1996-02-22)22 February 1996 (aged 23),17,Bolívar,/wiki/Erwin_Saavedra,/wiki/Bolivian_Football_Federation,Bolivian Football Federation,Bolívar,Bolivia,//upload.wikimedia.org/wikipedia/commons//d/de/Flag_of_Bolivia_%28state%29.svg,0,FALSE,Erwin Saavedra,Bolivia,Bolivia,BOL,BOL
2019,Bolivia,7,MF,Leonel Justiniano,(1992-07-02)2 July 1992 (aged 26),16,Bolívar,/wiki/Leonel_Justiniano,/wiki/Bolivian_Football_Federation,Bolivian Football Federation,Bolívar,Bolivia,//upload.wikimedia.org/wikipedia/commons//d/de/Flag_of_Bolivia_%28state%29.svg,0,FALSE,Leonel Justiniano,Bolivia,Bolivia,BOL,BOL
2019,Bolivia,8,DF,Diego Bejarano,(1991-08-24)24 August 1991 (aged 27),25,Bolívar,/wiki/Diego_Bejarano,/wiki/Bolivian_Football_Federation,Bolivian Football Federation,Bolívar,Bolivia,//upload.wikimedia.org/wikipedia/commons//d/de/Flag_of_Bolivia_%28state%29.svg,2,FALSE,Diego Bejarano,Bolivia,Bolivia,BOL,BOL
2019,Bolivia,9,FW,Marcelo Moreno,(1987-06-18)18 June 1987 (aged 31),72,Shijiazhuang Ever Bright,/wiki/Marcelo_Martins_Moreno,/wiki/Chinese_Football_Association,Chinese Football Association,Shijiazhuang Ever Bright,China,//upload.wikimedia.org/wikipedia/commons//f/fa/Flag_of_the_People%27s_Republic_of_China.svg,18,FALSE,Marcelo Moreno,Bolivia,China,BOL,CHN
2019,Bolivia,10,MF,Samuel Galindo,(1992-04-18)18 April 1992 (aged 27),7,Always Ready,/wiki/Samuel_Galindo,/wiki/Bolivian_Football_Federation,Bolivian Football Federation,Always Ready,Bolivia,//upload.wikimedia.org/wikipedia/commons//d/de/Flag_of_Bolivia_%28state%29.svg,0,FALSE,Samuel Galindo,Bolivia,Bolivia,BOL,BOL
2019,Bolivia,11,FW,Leonardo Vaca,(1995-11-24)24 November 1995 (aged 23),11,Blooming,/wiki/Leonardo_Vaca,/wiki/Bolivian_Football_Federation,Bolivian Football Federation,Blooming,Bolivia,//upload.wikimedia.org/wikipedia/commons//d/de/Flag_of_Bolivia_%28state%29.svg,1,FALSE,Leonardo Vaca,Bolivia,Bolivia,BOL,BOL
2019,Bolivia,12,GK,Rubén Cordano,(1998-10-16)16 October 1998 (aged 20),1,Blooming,/wiki/Rub%C3%A9n_Cordano,/wiki/Bolivian_Football_Federation,Bolivian Football Federation,Blooming,Bolivia,//upload.wikimedia.org/wikipedia/commons//d/de/Flag_of_Bolivia_%28state%29.svg,0,FALSE,Rubén Cordano,Bolivia,Bolivia,BOL,BOL
2019,Bolivia,13,DF,José María Carrasco,(1997-08-16)16 August 1997 (aged 21),0,Blooming,/wiki/Jos%C3%A9_Mar%C3%ADa_Carrasco,/wiki/Bolivian_Football_Federation,Bolivian Football Federation,Blooming,Bolivia,//upload.wikimedia.org/wikipedia/commons//d/de/Flag_of_Bolivia_%28state%29.svg,0,FALSE,José María Carrasco,Bolivia,Bolivia,BOL,BOL
2019,Bolivia,14,MF,Raúl Castro,(1989-08-19)19 August 1989 (aged 29),18,The Strongest,/wiki/Ra%C3%BAl_Castro_(footballer),/wiki/Bolivian_Football_Federation,Bolivian Football Federation,The Strongest,Bolivia,//upload.wikimedia.org/wikipedia/commons//d/de/Flag_of_Bolivia_%28state%29.svg,0,FALSE,Raúl Castro,Bolivia,Bolivia,BOL,BOL
2019,Bolivia,15,MF,Paul Arano,(1995-02-23)23 February 1995 (aged 24),0,Blooming,/wiki/Paul_Arano,/wiki/Bolivian_Football_Federation,Bolivian Football Federation,Blooming,Bolivia,//upload.wikimedia.org/wikipedia/commons//d/de/Flag_of_Bolivia_%28state%29.svg,0,FALSE,Paul Arano,Bolivia,Bolivia,BOL,BOL
2019,Bolivia,16,MF,Diego Wayar,(1993-10-15)15 October 1993 (aged 25),2,The Strongest,/wiki/Diego_Wayar,/wiki/Bolivian_Football_Federation,Bolivian Football Federation,The Strongest,Bolivia,//upload.wikimedia.org/wikipedia/commons//d/de/Flag_of_Bolivia_%28state%29.svg,0,FALSE,Diego Wayar,Bolivia,Bolivia,BOL,BOL
2019,Bolivia,17,DF,Marvin Bejarano,(1988-03-06)6 March 1988 (aged 31),37,The Strongest,/wiki/Marvin_Bejarano,/wiki/Bolivian_Football_Federation,Bolivian Football Federation,The Strongest,Bolivia,//upload.wikimedia.org/wikipedia/commons//d/de/Flag_of_Bolivia_%28state%29.svg,0,TRUE,Marvin Bejarano (captain),Bolivia,Bolivia,BOL,BOL
2019,Bolivia,18,FW,Gilbert Álvarez,(1992-04-07)7 April 1992 (aged 27),19,Jorge Wilstermann,/wiki/Gilbert_%C3%81lvarez,/wiki/Bolivian_Football_Federation,Bolivian Football Federation,Jorge Wilstermann,Bolivia,//upload.wikimedia.org/wikipedia/commons//d/de/Flag_of_Bolivia_%28state%29.svg,3,FALSE,Gilbert Álvarez,Bolivia,Bolivia,BOL,BOL
2019,Bolivia,19,MF,Ramiro Vaca,(1999-07-01)1 July 1999 (aged 19),3,The Strongest,/wiki/Ramiro_Vaca,/wiki/Bolivian_Football_Federation,Bolivian Football Federation,The Strongest,Bolivia,//upload.wikimedia.org/wikipedia/commons//d/de/Flag_of_Bolivia_%28state%29.svg,1,FALSE,Ramiro Vaca,Bolivia,Bolivia,BOL,BOL
2019,Bolivia,20,MF,Fernando Saucedo,(1990-03-15)15 March 1990 (aged 29),5,Jorge Wilstermann,/wiki/Fernando_Saucedo,/wiki/Bolivian_Football_Federation,Bolivian Football Federation,Jorge Wilstermann,Bolivia,//upload.wikimedia.org/wikipedia/commons//d/de/Flag_of_Bolivia_%28state%29.svg,0,FALSE,Fernando Saucedo,Bolivia,Bolivia,BOL,BOL
2019,Bolivia,21,DF,Roberto Fernández,(1999-07-12)12 July 1999 (aged 19),1,Blooming,/wiki/Roberto_Fern%C3%A1ndez_(Bolivian_footballer),/wiki/Bolivian_Football_Federation,Bolivian Football Federation,Blooming,Bolivia,//upload.wikimedia.org/wikipedia/commons//d/de/Flag_of_Bolivia_%28state%29.svg,0,FALSE,Roberto Fernández,Bolivia,Bolivia,BOL,BOL
2019,Bolivia,22,DF,Adrián Jusino,(1992-07-09)9 July 1992 (aged 26),3,Bolívar,/wiki/Adri%C3%A1n_Jusino,/wiki/Bolivian_Football_Federation,Bolivian Football Federation,Bolívar,Bolivia,//upload.wikimedia.org/wikipedia/commons//d/de/Flag_of_Bolivia_%28state%29.svg,0,FALSE,Adrián Jusino,Bolivia,Bolivia,BOL,BOL
2019,Bolivia,23,GK,Javier Rojas,(1996-01-14)14 January 1996 (aged 23),0,Nacional Potosí,/wiki/Javier_Rojas_Iguaro,/wiki/Bolivian_Football_Federation,Bolivian Football Federation,Nacional Potosí,Bolivia,//upload.wikimedia.org/wikipedia/commons//d/de/Flag_of_Bolivia_%28state%29.svg,0,FALSE,Javier Rojas,Bolivia,Bolivia,BOL,BOL
2019,Venezuela,1,GK,Wuilker Faríñez,(1998-02-15)15 February 1998 (aged 21),12,Millonarios,/wiki/Wuilker_Far%C3%AD%C3%B1ez,/wiki/Colombian_Football_Federation,Colombian Football Federation,Millonarios,Colombia,//upload.wikimedia.org/wikipedia/commons//2/21/Flag_of_Colombia.svg,0,FALSE,Wuilker Faríñez,Venezuela,Colombia,VEN,COL
2019,Venezuela,2,DF,Mikel Villanueva,(1993-04-14)14 April 1993 (aged 26),18,Gimnàstic,/wiki/Mikel_Villanueva,/wiki/Royal_Spanish_Football_Federation,Royal Spanish Football Federation,Gimnàstic,Spain,//upload.wikimedia.org/wikipedia/en//9/9a/Flag_of_Spain.svg,2,FALSE,Mikel Villanueva,Venezuela,Spain,VEN,ESP
2019,Venezuela,3,DF,Yordan Osorio,(1994-05-10)10 May 1994 (aged 25),8,Vitória de Guimarães,/wiki/Yordan_Osorio,/wiki/Portuguese_Football_Federation,Portuguese Football Federation,Vitória de Guimarães,Portugal,//upload.wikimedia.org/wikipedia/commons//5/5c/Flag_of_Portugal.svg,0,FALSE,Yordan Osorio,Venezuela,Portugal,VEN,PRT
2019,Venezuela,4,DF,Jhon Chancellor,(1992-01-02)2 January 1992 (aged 27),10,Al-Ahli,/wiki/Jhon_Chancellor,/wiki/Qatar_Football_Association,Qatar Football Association,Al-Ahli,Qatar,//upload.wikimedia.org/wikipedia/commons//6/65/Flag_of_Qatar.svg,0,FALSE,Jhon Chancellor,Venezuela,Qatar,VEN,QAT
2019,Venezuela,5,MF,Júnior Moreno,(1993-07-20)20 July 1993 (aged 25),12,D.C. United,/wiki/J%C3%BAnior_Moreno,/wiki/United_States_Soccer_Federation,United States Soccer Federation,D.C. United,United States,//upload.wikimedia.org/wikipedia/en//a/a4/Flag_of_the_United_States.svg,1,FALSE,Júnior Moreno,Venezuela,United States,VEN,USA
2019,Venezuela,6,MF,Yangel Herrera,(1998-01-07)7 January 1998 (aged 21),10,Huesca,/wiki/Yangel_Herrera,/wiki/Royal_Spanish_Football_Federation,Royal Spanish Football Federation,Huesca,Spain,//upload.wikimedia.org/wikipedia/en//9/9a/Flag_of_Spain.svg,1,FALSE,Yangel Herrera,Venezuela,Spain,VEN,ESP
2019,Venezuela,7,MF,Darwin Machís,(1993-02-07)7 February 1993 (aged 26),14,Cádiz,/wiki/Darwin_Mach%C3%ADs,/wiki/Royal_Spanish_Football_Federation,Royal Spanish Football Federation,Cádiz,Spain,//upload.wikimedia.org/wikipedia/en//9/9a/Flag_of_Spain.svg,2,FALSE,Darwin Machís,Venezuela,Spain,VEN,ESP
2019,Venezuela,8,MF,Tomás Rincón,(1988-01-13)13 January 1988 (aged 31),93,Torino,/wiki/Tom%C3%A1s_Rinc%C3%B3n,/wiki/Italian_Football_Federation,Italian Football Federation,Torino,Italy,//upload.wikimedia.org/wikipedia/en//0/03/Flag_of_Italy.svg,1,TRUE,Tomás Rincón (captain),Venezuela,Italy,VEN,ITA
2019,Venezuela,9,FW,Fernando Aristeguieta,(1992-04-09)9 April 1992 (aged 27),16,América de Cali,/wiki/Fernando_Aristeguieta,/wiki/Colombian_Football_Federation,Colombian Football Federation,América de Cali,Colombia,//upload.wikimedia.org/wikipedia/commons//2/21/Flag_of_Colombia.svg,1,FALSE,Fernando Aristeguieta,Venezuela,Colombia,VEN,COL
2019,Venezuela,10,MF,Jefferson Savarino,(1996-11-11)11 November 1996 (aged 22),7,Real Salt Lake,/wiki/Jefferson_Savarino,/wiki/United_States_Soccer_Federation,United States Soccer Federation,Real Salt Lake,United States,//upload.wikimedia.org/wikipedia/en//a/a4/Flag_of_the_United_States.svg,0,FALSE,Jefferson Savarino,Venezuela,United States,VEN,USA
2019,Venezuela,11,MF,Juanpi,(1994-01-24)24 January 1994 (aged 25),13,Huesca,/wiki/Juanpi,/wiki/Royal_Spanish_Football_Federation,Royal Spanish Football Federation,Huesca,Spain,//upload.wikimedia.org/wikipedia/en//9/9a/Flag_of_Spain.svg,1,FALSE,Juanpi,Venezuela,Spain,VEN,ESP
2019,Venezuela,12,GK,Joel Graterol,(1997-02-13)13 February 1997 (aged 22),0,Zamora,/wiki/Joel_Graterol,/wiki/Venezuelan_Football_Federation,Venezuelan Football Federation,Zamora,Venezuela,//upload.wikimedia.org/wikipedia/commons//7/7b/Flag_of_Venezuela_%28state%29.svg,0,FALSE,Joel Graterol,Venezuela,Venezuela,VEN,VEN
2019,Venezuela,13,MF,Luis Manuel Seijas,(1986-06-23)23 June 1986 (aged 32),67,Santa Fe,/wiki/Luis_Manuel_Seijas,/wiki/Colombian_Football_Federation,Colombian Football Federation,Santa Fe,Colombia,//upload.wikimedia.org/wikipedia/commons//2/21/Flag_of_Colombia.svg,2,FALSE,Luis Manuel Seijas,Venezuela,Colombia,VEN,COL
2019,Venezuela,14,DF,Luis Mago,(1994-09-15)15 September 1994 (aged 24),4,Palestino,/wiki/Luis_Mago,/wiki/Football_Federation_of_Chile,Football Federation of Chile,Palestino,Chile,//upload.wikimedia.org/wikipedia/commons//7/78/Flag_of_Chile.svg,1,FALSE,Luis Mago,Venezuela,Chile,VEN,CHL
2019,Venezuela,15,MF,Jhon Murillo,(1995-11-21)21 November 1995 (aged 23),20,Tondela,/wiki/Jhon_Murillo,/wiki/Portuguese_Football_Federation,Portuguese Football Federation,Tondela,Portugal,//upload.wikimedia.org/wikipedia/commons//5/5c/Flag_of_Portugal.svg,3,FALSE,Jhon Murillo,Venezuela,Portugal,VEN,PRT
2019,Venezuela,16,DF,Roberto Rosales,(1988-11-20)20 November 1988 (aged 30),73,Espanyol,/wiki/Roberto_Rosales,/wiki/Royal_Spanish_Football_Federation,Royal Spanish Football Federation,Espanyol,Spain,//upload.wikimedia.org/wikipedia/en//9/9a/Flag_of_Spain.svg,1,FALSE,Roberto Rosales,Venezuela,Spain,VEN,ESP
2019,Venezuela,17,FW,Josef Martínez,(1993-05-19)19 May 1993 (aged 26),47,Atlanta United FC,/wiki/Josef_Mart%C3%ADnez,/wiki/United_States_Soccer_Federation,United States Soccer Federation,Atlanta United FC,United States,//upload.wikimedia.org/wikipedia/en//a/a4/Flag_of_the_United_States.svg,10,FALSE,Josef Martínez,Venezuela,United States,VEN,USA
2019,Venezuela,18,MF,Yeferson Soteldo,(1997-06-30)30 June 1997 (aged 21),8,Santos,/wiki/Yeferson_Soteldo,/wiki/Brazilian_Football_Confederation,Brazilian Football Confederation,Santos,Brazil,//upload.wikimedia.org/wikipedia/en//0/05/Flag_of_Brazil.svg,0,FALSE,Yeferson Soteldo,Venezuela,Brazil,VEN,BRA
2019,Venezuela,19,MF,Arquímedes Figuera,(1989-10-06)6 October 1989 (aged 29),22,Deportivo La Guaira,/wiki/Arqu%C3%ADmedes_Figuera,/wiki/Venezuelan_Football_Federation,Venezuelan Football Federation,Deportivo La Guaira,Venezuela,//upload.wikimedia.org/wikipedia/commons//7/7b/Flag_of_Venezuela_%28state%29.svg,1,FALSE,Arquímedes Figuera,Venezuela,Venezuela,VEN,VEN
2019,Venezuela,20,DF,Ronald Hernández,(1997-09-21)21 September 1997 (aged 21),5,Stabæk,/wiki/Ronald_Hern%C3%A1ndez,/wiki/Norwegian_Football_Federation,Norwegian Football Federation,Stabæk,Norway,//upload.wikimedia.org/wikipedia/commons//d/d9/Flag_of_Norway.svg,0,FALSE,Ronald Hernández,Venezuela,Norway,VEN,NOR
2019,Venezuela,21,DF,Rolf Feltscher,(1990-10-06)6 October 1990 (aged 28),18,LA Galaxy,/wiki/Rolf_Feltscher,/wiki/United_States_Soccer_Federation,United States Soccer Federation,LA Galaxy,United States,//upload.wikimedia.org/wikipedia/en//a/a4/Flag_of_the_United_States.svg,0,FALSE,Rolf Feltscher,Venezuela,United States,VEN,USA
2019,Venezuela,22,GK,Rafael Romo,(1990-02-25)25 February 1990 (aged 29),11,APOEL,/wiki/Rafael_Romo,/wiki/Cyprus_Football_Association,Cyprus Football Association,APOEL,Cyprus,//upload.wikimedia.org/wikipedia/commons//d/d4/Flag_of_Cyprus.svg,0,FALSE,Rafael Romo,Venezuela,Cyprus,VEN,CYP
2019,Venezuela,23,FW,Salomón Rondón,(1989-09-16)16 September 1989 (aged 29),71,Newcastle United,/wiki/Salom%C3%B3n_Rond%C3%B3n,/wiki/The_Football_Association,The Football Association,Newcastle United,England,//upload.wikimedia.org/wikipedia/en//b/be/Flag_of_England.svg,22,FALSE,Salomón Rondón,Venezuela,England,VEN,GB-ENG
2019,Peru,1,GK,Pedro Gallese,(1990-02-23)23 February 1990 (aged 29),51,Alianza Lima,/wiki/Pedro_Gallese,/wiki/Peruvian_Football_Federation,Peruvian Football Federation,Alianza Lima,Peru,//upload.wikimedia.org/wikipedia/commons//d/df/Flag_of_Peru_%28state%29.svg,0,FALSE,Pedro Gallese,Peru,Peru,PER,PER
2019,Peru,2,DF,Luis Abram,(1996-02-27)27 February 1996 (aged 23),9,Vélez Sarsfield,/wiki/Luis_Abram,/wiki/Argentine_Football_Association,Argentine Football Association,Vélez Sarsfield,Argentina,//upload.wikimedia.org/wikipedia/commons//1/1a/Flag_of_Argentina.svg,0,FALSE,Luis Abram,Peru,Argentina,PER,ARG
2019,Peru,3,DF,Aldo Corzo,(1989-05-20)20 May 1989 (aged 30),29,Universitario,/wiki/Aldo_Corzo,/wiki/Peruvian_Football_Federation,Peruvian Football Federation,Universitario,Peru,//upload.wikimedia.org/wikipedia/commons//d/df/Flag_of_Peru_%28state%29.svg,0,FALSE,Aldo Corzo,Peru,Peru,PER,PER
2019,Peru,4,DF,Anderson Santamaría,(1992-01-10)10 January 1992 (aged 27),12,Atlas,/wiki/Anderson_Santamar%C3%ADa,/wiki/Mexican_Football_Federation,Mexican Football Federation,Atlas,Mexico,//upload.wikimedia.org/wikipedia/commons//f/fc/Flag_of_Mexico.svg,0,FALSE,Anderson Santamaría,Peru,Mexico,PER,MEX
2019,Peru,5,DF,Miguel Araujo,(1994-10-24)24 October 1994 (aged 24),15,Talleres,/wiki/Miguel_Araujo,/wiki/Argentine_Football_Association,Argentine Football Association,Talleres,Argentina,//upload.wikimedia.org/wikipedia/commons//1/1a/Flag_of_Argentina.svg,0,FALSE,Miguel Araujo,Peru,Argentina,PER,ARG
2019,Peru,6,DF,Miguel Trauco,(1992-08-25)25 August 1992 (aged 26),39,Flamengo,/wiki/Miguel_Trauco,/wiki/Brazilian_Football_Confederation,Brazilian Football Confederation,Flamengo,Brazil,//upload.wikimedia.org/wikipedia/en//0/05/Flag_of_Brazil.svg,0,FALSE,Miguel Trauco,Peru,Brazil,PER,BRA
2019,Peru,7,MF,Josepmir Ballón,(1988-03-21)21 March 1988 (aged 31),48,Universidad de Concepción,/wiki/Josepmir_Ball%C3%B3n,/wiki/Football_Federation_of_Chile,Football Federation of Chile,Universidad de Concepción,Chile,//upload.wikimedia.org/wikipedia/commons//7/78/Flag_of_Chile.svg,0,FALSE,Josepmir Ballón,Peru,Chile,PER,CHL
2019,Peru,8,MF,Christian Cueva,(1991-11-23)23 November 1991 (aged 27),56,Santos,/wiki/Christian_Cueva,/wiki/Brazilian_Football_Confederation,Brazilian Football Confederation,Santos,Brazil,//upload.wikimedia.org/wikipedia/en//0/05/Flag_of_Brazil.svg,10,FALSE,Christian Cueva,Peru,Brazil,PER,BRA
2019,Peru,9,FW,Paolo Guerrero,(1984-01-01)1 January 1984 (aged 35),91,Internacional,/wiki/Paolo_Guerrero,/wiki/Brazilian_Football_Confederation,Brazilian Football Confederation,Internacional,Brazil,//upload.wikimedia.org/wikipedia/en//0/05/Flag_of_Brazil.svg,35,TRUE,Paolo Guerrero (captain),Peru,Brazil,PER,BRA
2019,Peru,10,FW,Jefferson Farfán,(1984-10-26)26 October 1984 (aged 34),92,Lokomotiv Moscow,/wiki/Jefferson_Farf%C3%A1n,/wiki/Russian_Football_Union,Russian Football Union,Lokomotiv Moscow,Russia,//upload.wikimedia.org/wikipedia/en//f/f3/Flag_of_Russia.svg,26,FALSE,Jefferson Farfán,Peru,Russia,PER,RUS
2019,Peru,11,FW,Raúl Ruidíaz,(1990-07-25)25 July 1990 (aged 28),39,Seattle Sounders FC,/wiki/Ra%C3%BAl_Ruid%C3%ADaz,/wiki/United_States_Soccer_Federation,United States Soccer Federation,Seattle Sounders FC,United States,//upload.wikimedia.org/wikipedia/en//a/a4/Flag_of_the_United_States.svg,4,FALSE,Raúl Ruidíaz,Peru,United States,PER,USA
2019,Peru,12,GK,Carlos Cáceda,(1991-09-27)27 September 1991 (aged 27),6,Melgar,/wiki/Carlos_C%C3%A1ceda,/wiki/Peruvian_Football_Federation,Peruvian Football Federation,Melgar,Peru,//upload.wikimedia.org/wikipedia/commons//d/df/Flag_of_Peru_%28state%29.svg,0,FALSE,Carlos Cáceda,Peru,Peru,PER,PER
2019,Peru,13,MF,Renato Tapia,(1995-07-28)28 July 1995 (aged 23),42,Willem II,/wiki/Renato_Tapia,/wiki/Royal_Dutch_Football_Association,Royal Dutch Football Association,Willem II,Netherlands,//upload.wikimedia.org/wikipedia/commons//2/20/Flag_of_the_Netherlands.svg,3,FALSE,Renato Tapia,Peru,Netherlands,PER,NLD
2019,Peru,14,FW,Andy Polo,(1994-09-29)29 September 1994 (aged 24),26,Portland Timbers,/wiki/Andy_Polo,/wiki/United_States_Soccer_Federation,United States Soccer Federation,Portland Timbers,United States,//upload.wikimedia.org/wikipedia/en//a/a4/Flag_of_the_United_States.svg,1,FALSE,Andy Polo,Peru,United States,PER,USA
2019,Peru,15,DF,Carlos Zambrano,(1989-07-10)10 July 1989 (aged 29),42,Basel,/wiki/Carlos_Zambrano_(footballer),/wiki/Swiss_Football_Association,Swiss Football Association,Basel,Switzerland,//upload.wikimedia.org/wikipedia/commons//f/f3/Flag_of_Switzerland.svg,4,FALSE,Carlos Zambrano,Peru,Switzerland,PER,CHE
2019,Peru,16,MF,Jesús Pretell,(1999-03-26)26 March 1999 (aged 20),1,Sporting Cristal,/wiki/Jes%C3%BAs_Pretell,/wiki/Peruvian_Football_Federation,Peruvian Football Federation,Sporting Cristal,Peru,//upload.wikimedia.org/wikipedia/commons//d/df/Flag_of_Peru_%28state%29.svg,0,FALSE,Jesús Pretell,Peru,Peru,PER,PER
2019,Peru,17,DF,Luis Advíncula,(1990-03-02)2 March 1990 (aged 29),79,Rayo Vallecano,/wiki/Luis_Adv%C3%ADncula,/wiki/Royal_Spanish_Football_Federation,Royal Spanish Football Federation,Rayo Vallecano,Spain,//upload.wikimedia.org/wikipedia/en//9/9a/Flag_of_Spain.svg,1,FALSE,Luis Advíncula,Peru,Spain,PER,ESP
